epoch,lr-AdamW,step,test_mse,train_mse,val_mse
,0.0005,208,,,
208,,208,,,371.6260681152344
,0.0005,209,,,
209,,209,,,371.5171203613281
,0.0005,210,,,
210,,210,,,371.407958984375
,0.0005,211,,,
211,,211,,,371.298583984375
,0.0005,212,,,
212,,212,,,371.1891174316406
,0.0005,213,,,
213,,213,,,371.07940673828125
,0.0005,214,,,
214,,214,,,370.9696044921875
,0.0005,215,,,
215,,215,,,370.8594970703125
,0.0005,216,,,
216,,216,,,370.74932861328125
,0.0005,217,,,
217,,217,,,370.6389465332031
,0.0005,218,,,
218,,218,,,370.5284118652344
,0.0005,219,,,
219,,219,,,370.4176940917969
,0.0005,220,,,
220,,220,,,370.30682373046875
,0.0005,221,,,
221,,221,,,370.19573974609375
,0.0005,222,,,
222,,222,,,370.08441162109375
,0.0005,223,,,
223,,223,,,369.9730224609375
,0.0005,224,,,
224,,224,,,369.86151123046875
,0.0005,225,,,
225,,225,,,369.7496643066406
,0.0005,226,,,
226,,226,,,369.6377258300781
,0.0005,227,,,
227,,227,,,369.52569580078125
,0.0005,228,,,
228,,228,,,369.4132080078125
,0.0005,229,,,
229,,229,,,369.3008117675781
,0.0005,230,,,
230,,230,,,369.1881408691406
,0.0005,231,,,
231,,231,,,369.0752868652344
,0.0005,232,,,
232,,232,,,368.9623107910156
,0.0005,233,,,
233,,233,,,368.84912109375
,0.0005,234,,,
234,,234,,,368.7357482910156
,0.0005,235,,,
235,,235,,,368.6221923828125
,0.0005,236,,,
236,,236,,,368.508544921875
,0.0005,237,,,
237,,237,,,368.3945617675781
,0.0005,238,,,
238,,238,,,368.280517578125
,0.0005,239,,,
239,,239,,,368.16632080078125
,0.0005,240,,,
240,,240,,,368.0518798828125
,0.0005,241,,,
241,,241,,,367.937255859375
,0.0005,242,,,
242,,242,,,367.8224792480469
,0.0005,243,,,
243,,243,,,367.70751953125
,0.0005,244,,,
244,,244,,,367.5923767089844
,0.0005,245,,,
245,,245,,,367.4770812988281
,0.0005,246,,,
246,,246,,,367.36163330078125
,0.0005,247,,,
247,,247,,,367.24591064453125
,0.0005,248,,,
248,,248,,,367.130126953125
,0.0005,249,,,
249,,249,,225.39076232910156,
249,,249,,,367.01409912109375
,0.0005,250,,,
250,,250,,,366.8979187011719
,0.0005,251,,,
251,,251,,,366.7815856933594
,0.0005,252,,,
252,,252,,,366.6650390625
,0.0005,253,,,
253,,253,,,366.54827880859375
,0.0005,254,,,
254,,254,,,366.43133544921875
,0.0005,255,,,
255,,255,,,366.314208984375
,0.0005,256,,,
256,,256,,,366.197021484375
,0.0005,257,,,
257,,257,,,366.0794982910156
,0.0005,258,,,
258,,258,,,365.9619140625
,0.0005,259,,,
259,,259,,,365.8440856933594
,0.0005,260,,,
260,,260,,,365.72613525390625
,0.0005,261,,,
261,,261,,,365.6080017089844
,0.0005,262,,,
262,,262,,,365.4895935058594
,0.0005,263,,,
263,,263,,,365.3712463378906
,0.0005,264,,,
264,,264,,,365.2524108886719
,0.0005,265,,,
265,,265,,,365.1335754394531
,0.0005,266,,,
266,,266,,,365.01458740234375
,0.0005,267,,,
267,,267,,,364.89532470703125
,0.0005,268,,,
268,,268,,,364.7759704589844
,0.0005,269,,,
269,,269,,,364.6563720703125
,0.0005,270,,,
270,,270,,,364.5365905761719
,0.0005,271,,,
271,,271,,,364.416748046875
,0.0005,272,,,
272,,272,,,364.2965393066406
,0.0005,273,,,
273,,273,,,364.17626953125
,0.0005,274,,,
274,,274,,,364.0558166503906
,0.0005,275,,,
275,,275,,,363.9351501464844
,0.0005,276,,,
276,,276,,,363.8143310546875
,0.0005,277,,,
277,,277,,,363.6932678222656
,0.0005,278,,,
278,,278,,,363.5721130371094
,0.0005,279,,,
279,,279,,,363.4507751464844
,0.0005,280,,,
280,,280,,,363.3292541503906
,0.0005,281,,,
281,,281,,,363.20751953125
,0.0005,282,,,
282,,282,,,363.0856628417969
,0.0005,283,,,
283,,283,,,362.963623046875
,0.0005,284,,,
284,,284,,,362.8412780761719
,0.0005,285,,,
285,,285,,,362.7189636230469
,0.0005,286,,,
286,,286,,,362.5962829589844
,0.0005,287,,,
287,,287,,,362.47344970703125
,0.0005,288,,,
288,,288,,,362.3505859375
,0.0005,289,,,
289,,289,,,362.2274169921875
,0.0005,290,,,
290,,290,,,362.1040344238281
,0.0005,291,,,
291,,291,,,361.98065185546875
,0.0005,292,,,
292,,292,,,361.8569030761719
,0.0005,293,,,
293,,293,,,361.7330017089844
,0.0005,294,,,
294,,294,,,361.6091003417969
,0.0005,295,,,
295,,295,,,361.4847717285156
,0.0005,296,,,
296,,296,,,361.3604431152344
,0.0005,297,,,
297,,297,,,361.23590087890625
,0.0005,298,,,
298,,298,,,361.11114501953125
,0.0005,299,,,
299,,299,,219.35025024414062,
299,,299,,,360.9862060546875
,0.0005,300,,,
300,,300,,,360.86114501953125
,0.0005,301,,,
301,,301,,,360.7358703613281
,0.0005,302,,,
302,,302,,,360.6103820800781
,0.0005,303,,,
303,,303,,,360.4847717285156
,0.0005,304,,,
304,,304,,,360.3589782714844
,0.0005,305,,,
305,,305,,,360.23284912109375
,0.0005,306,,,
306,,306,,,360.1069030761719
,0.0005,307,,,
307,,307,,,359.9803771972656
,0.0005,308,,,
308,,308,,,359.85400390625
,0.0005,309,,,
309,,309,,,359.727294921875
,0.0005,310,,,
310,,310,,,359.6003723144531
,0.0005,311,,,
311,,311,,,359.47344970703125
,0.0005,312,,,
312,,312,,,359.3460998535156
,0.0005,313,,,
313,,313,,,359.2188415527344
,0.0005,314,,,
314,,314,,,359.0910339355469
,0.0005,315,,,
315,,315,,,358.9635009765625
,0.0005,316,,,
316,,316,,,358.83538818359375
,0.0005,317,,,
317,,317,,,358.70745849609375
,0.0005,318,,,
318,,318,,,358.5791015625
,0.0005,319,,,
319,,319,,,358.4505615234375
,0.0005,320,,,
320,,320,,,358.322021484375
,0.0005,321,,,
321,,321,,,358.19305419921875
,0.0005,322,,,
322,,322,,,358.0641174316406
,0.0005,323,,,
323,,323,,,357.9350280761719
,0.0005,324,,,
324,,324,,,357.8055419921875
,0.0005,325,,,
325,,325,,,357.67620849609375
,0.0005,326,,,
326,,326,,,357.5463562011719
,0.0005,327,,,
327,,327,,,357.41650390625
,0.0005,328,,,
328,,328,,,357.2865905761719
,0.0005,329,,,
329,,329,,,357.1561279296875
,0.0005,330,,,
330,,330,,,357.02587890625
,0.0005,331,,,
331,,331,,,356.8952331542969
,0.0005,332,,,
332,,332,,,356.76458740234375
,0.0005,333,,,
333,,333,,,356.6336669921875
,0.0005,334,,,
334,,334,,,356.5024719238281
,0.0005,335,,,
335,,335,,,356.3713684082031
,0.0005,336,,,
336,,336,,,356.2397155761719
,0.0005,337,,,
337,,337,,,356.1083068847656
,0.0005,338,,,
338,,338,,,355.9763488769531
,0.0005,339,,,
339,,339,,,355.8443908691406
,0.0005,340,,,
340,,340,,,355.7123107910156
,0.0005,341,,,
341,,341,,,355.579833984375
,0.0005,342,,,
342,,342,,,355.44757080078125
,0.0005,343,,,
343,,343,,,355.3146667480469
,0.0005,344,,,
344,,344,,,355.1820373535156
,0.0005,345,,,
345,,345,,,355.0487976074219
,0.0005,346,,,
346,,346,,,354.915771484375
,0.0005,347,,,
347,,347,,,354.78228759765625
,0.0005,348,,,
348,,348,,,354.6488037109375
,0.0005,349,,,
349,,349,,212.87017822265625,
349,,349,,,354.51519775390625
,0.0005,350,,,
350,,350,,,354.381103515625
,0.0005,351,,,
351,,351,,,354.2471923828125
,0.0005,352,,,
352,,352,,,354.11279296875
,0.0005,353,,,
353,,353,,,353.97845458984375
,0.0005,354,,,
354,,354,,,353.8439636230469
,0.0005,355,,,
355,,355,,,353.708984375
,0.0005,356,,,
356,,356,,,353.5742492675781
,0.0005,357,,,
357,,357,,,353.43902587890625
,0.0005,358,,,
358,,358,,,353.3037109375
,0.0005,359,,,
359,,359,,,353.1683349609375
,0.0005,360,,,
360,,360,,,353.03265380859375
,0.0005,361,,,
361,,361,,,352.8967590332031
,0.0005,362,,,
362,,362,,,352.760986328125
,0.0005,363,,,
363,,363,,,352.6246643066406
,0.0005,364,,,
364,,364,,,352.48846435546875
,0.0005,365,,,
365,,365,,,352.3519287109375
,0.0005,366,,,
366,,366,,,352.21514892578125
,0.0005,367,,,
367,,367,,,352.0785217285156
,0.0005,368,,,
368,,368,,,351.9412536621094
,0.0005,369,,,
369,,369,,,351.8043518066406
,0.0005,370,,,
370,,370,,,351.6668395996094
,0.0005,371,,,
371,,371,,,351.52923583984375
,0.0005,372,,,
372,,372,,,351.3917541503906
,0.0005,373,,,
373,,373,,,351.2536315917969
,0.0005,374,,,
374,,374,,,351.1158142089844
,0.0005,375,,,
375,,375,,,350.9774475097656
,0.0005,376,,,
376,,376,,,350.839111328125
,0.0005,377,,,
377,,377,,,350.70068359375
,0.0005,378,,,
378,,378,,,350.56170654296875
,0.0005,379,,,
379,,379,,,350.4230651855469
,0.0005,380,,,
380,,380,,,350.2839050292969
,0.0005,381,,,
381,,381,,,350.1445617675781
,0.0005,382,,,
382,,382,,,350.00537109375
,0.0005,383,,,
383,,383,,,349.8655700683594
,0.0005,384,,,
384,,384,,,349.725830078125
,0.0005,385,,,
385,,385,,,349.5861511230469
,0.0005,386,,,
386,,386,,,349.4456787109375
,0.0005,387,,,
387,,387,,,349.3056945800781
,0.0005,388,,,
388,,388,,,349.1651916503906
,0.0005,389,,,
389,,389,,,349.0244445800781
,0.0005,390,,,
390,,390,,,348.88385009765625
,0.0005,391,,,
391,,391,,,348.7427978515625
,0.0005,392,,,
392,,392,,,348.6016540527344
,0.0005,393,,,
393,,393,,,348.4605407714844
,0.0005,394,,,
394,,394,,,348.3189392089844
,0.0005,395,,,
395,,395,,,348.1773376464844
,0.0005,396,,,
396,,396,,,348.03558349609375
,0.0005,397,,,
397,,397,,,347.8935241699219
,0.0005,398,,,
398,,398,,,347.75140380859375
,0.0005,399,,,
399,,399,,205.9580535888672,
399,,399,,,347.6092224121094
,0.0005,400,,,
400,,400,,,347.4665832519531
,0.0005,401,,,
401,,401,,,347.32403564453125
,0.0005,402,,,
402,,402,,,347.1813049316406
,0.0005,403,,,
403,,403,,,347.03814697265625
,0.0005,404,,,
404,,404,,,346.8951110839844
,0.0005,405,,,
405,,405,,,346.75177001953125
,0.0005,406,,,
406,,406,,,346.6081848144531
,0.0005,407,,,
407,,407,,,346.46466064453125
,0.0005,408,,,
408,,408,,,346.3206787109375
,0.0005,409,,,
409,,409,,,346.17669677734375
,0.0005,410,,,
410,,410,,,346.03265380859375
,0.0005,411,,,
411,,411,,,345.8881530761719
,0.0005,412,,,
412,,412,,,345.7438049316406
,0.0005,413,,,
413,,413,,,345.5990905761719
,0.0005,414,,,
414,,414,,,345.4541320800781
,0.0005,415,,,
415,,415,,,345.30926513671875
,0.0005,416,,,
416,,416,,,345.1640625
,0.0005,417,,,
417,,417,,,345.0186767578125
,0.0005,418,,,
418,,418,,,344.873291015625
,0.0005,419,,,
419,,419,,,344.7275695800781
,0.0005,420,,,
420,,420,,,344.5816650390625
,0.0005,421,,,
421,,421,,,344.4356994628906
,0.0005,422,,,
422,,422,,,344.2894287109375
,0.0005,423,,,
423,,423,,,344.1430969238281
,0.0005,424,,,
424,,424,,,343.9967041015625
,0.0005,425,,,
425,,425,,,343.8499450683594
,0.0005,426,,,
426,,426,,,343.703125
,0.0005,427,,,
427,,427,,,343.5560607910156
,0.0005,428,,,
428,,428,,,343.4089050292969
,0.0005,429,,,
429,,429,,,343.26153564453125
,0.0005,430,,,
430,,430,,,343.1139831542969
,0.0005,431,,,
431,,431,,,342.9664001464844
,0.0005,432,,,
432,,432,,,342.8184814453125
,0.0005,433,,,
433,,433,,,342.67047119140625
,0.0005,434,,,
434,,434,,,342.5222473144531
,0.0005,435,,,
435,,435,,,342.3739318847656
,0.0005,436,,,
436,,436,,,342.2253723144531
,0.0005,437,,,
437,,437,,,342.0767517089844
,0.0005,438,,,
438,,438,,,341.9278869628906
,0.0005,439,,,
439,,439,,,341.7787780761719
,0.0005,440,,,
440,,440,,,341.6297302246094
,0.0005,441,,,
441,,441,,,341.4803161621094
,0.0005,442,,,
442,,442,,,341.330810546875
,0.0005,443,,,
443,,443,,,341.1811828613281
,0.0005,444,,,
444,,444,,,341.0311584472656
,0.0005,445,,,
445,,445,,,340.88128662109375
,0.0005,446,,,
446,,446,,,340.7310791015625
,0.0005,447,,,
447,,447,,,340.5806884765625
,0.0005,448,,,
448,,448,,,340.4302062988281
,0.0005,449,,,
449,,449,,198.62399291992188,
449,,449,,,340.279541015625
,0.0005,450,,,
450,,450,,,340.1286926269531
,0.0005,451,,,
451,,451,,,339.9776306152344
,0.0005,452,,,
452,,452,,,339.8265075683594
,0.0005,453,,,
453,,453,,,339.6752014160156
,0.0005,454,,,
454,,454,,,339.5236511230469
,0.0005,455,,,
455,,455,,,339.37200927734375
,0.0005,456,,,
456,,456,,,339.2202453613281
,0.0005,457,,,
457,,457,,,339.0681457519531
,0.0005,458,,,
458,,458,,,338.9161071777344
,0.0005,459,,,
459,,459,,,338.763671875
,0.0005,460,,,
460,,460,,,338.6112060546875
,0.0005,461,,,
461,,461,,,338.4585876464844
,0.0005,462,,,
462,,462,,,338.3056945800781
,0.0005,463,,,
463,,463,,,338.1527099609375
,0.0005,464,,,
464,,464,,,337.9996032714844
,0.0005,465,,,
465,,465,,,337.8462219238281
,0.0005,466,,,
466,,466,,,337.6928405761719
,0.0005,467,,,
467,,467,,,337.5390319824219
,0.0005,468,,,
468,,468,,,337.3853454589844
,0.0005,469,,,
469,,469,,,337.2312927246094
,0.0005,470,,,
470,,470,,,337.0771484375
,0.0005,471,,,
471,,471,,,336.9229431152344
,0.0005,472,,,
472,,472,,,336.7684020996094
,0.0005,473,,,
473,,473,,,336.6138610839844
,0.0005,474,,,
474,,474,,,336.45892333984375
,0.0005,475,,,
475,,475,,,336.3041687011719
,0.0005,476,,,
476,,476,,,336.14898681640625
,0.0005,477,,,
477,,477,,,335.99359130859375
,0.0005,478,,,
478,,478,,,335.8382263183594
,0.0005,479,,,
479,,479,,,335.6826171875
,0.0005,480,,,
480,,480,,,335.5267639160156
,0.0005,481,,,
481,,481,,,335.3708801269531
,0.0005,482,,,
482,,482,,,335.2147521972656
,0.0005,483,,,
483,,483,,,335.0585021972656
,0.0005,484,,,
484,,484,,,334.9020690917969
,0.0005,485,,,
485,,485,,,334.74542236328125
,0.0005,486,,,
486,,486,,,334.58868408203125
,0.0005,487,,,
487,,487,,,334.4318542480469
,0.0005,488,,,
488,,488,,,334.274658203125
,0.0005,489,,,
489,,489,,,334.117431640625
,0.0005,490,,,
490,,490,,,333.9600524902344
,0.0005,491,,,
491,,491,,,333.8024597167969
,0.0005,492,,,
492,,492,,,333.64471435546875
,0.0005,493,,,
493,,493,,,333.48681640625
,0.0005,494,,,
494,,494,,,333.3287658691406
,0.0005,495,,,
495,,495,,,333.1705627441406
,0.0005,496,,,
496,,496,,,333.0120544433594
,0.0005,497,,,
497,,497,,,332.8536071777344
,0.0005,498,,,
498,,498,,,332.6949768066406
,0.0005,499,,,
499,,499,,190.8772430419922,
499,,499,,,332.5359191894531
500,,500,351.8879699707031,,
