epoch,lr-AdamW,step,test_mse,train_mse,val_mse
,0.001,56,,,
56,,56,,,152253.421875
,0.001,57,,,
57,,57,,,152205.296875
,0.001,58,,,
58,,58,,,152157.078125
,0.001,59,,,
59,,59,,,152108.6875
,0.001,60,,,
60,,60,,,152060.171875
,0.001,61,,,
61,,61,,,152011.515625
,0.001,62,,,
62,,62,,,151961.4375
,0.001,63,,,
63,,63,,,151906.4375
,0.001,64,,,
64,,64,,,151855.71875
,0.001,65,,,
65,,65,,,151805.890625
,0.001,66,,,
66,,66,,,151756.25
,0.001,67,,,
67,,67,,,151706.453125
,0.001,68,,,
68,,68,,,151656.46875
,0.001,69,,,
69,,69,,,151606.34375
,0.001,70,,,
70,,70,,,151556.0625
,0.001,71,,,
71,,71,,,151505.578125
,0.001,72,,,
72,,72,,,151454.953125
,0.001,73,,,
73,,73,,,151404.203125
,0.001,74,,,
74,,74,,,151353.234375
,0.001,75,,,
75,,75,,,151302.125
,0.001,76,,,
76,,76,,,151250.859375
,0.001,77,,,
77,,77,,,151199.4375
,0.001,78,,,
78,,78,,,151147.859375
,0.001,79,,,
79,,79,,,151096.09375
,0.001,80,,,
80,,80,,,151044.15625
,0.001,81,,,
81,,81,,,150992.078125
,0.001,82,,,
82,,82,,,150939.828125
,0.001,83,,,
83,,83,,,150887.421875
,0.001,84,,,
84,,84,,,150834.859375
,0.001,85,,,
85,,85,,,150782.140625
,0.001,86,,,
86,,86,,,150729.21875
,0.001,87,,,
87,,87,,,150676.09375
,0.001,88,,,
88,,88,,,150617.15625
,0.001,89,,,
89,,89,,,150534.40625
,0.001,90,,,
90,,90,,,150462.59375
,0.001,91,,,
91,,91,,,150409.609375
,0.001,92,,,
92,,92,,,150355.9375
,0.001,93,,,
93,,93,,,150301.828125
,0.001,94,,,
94,,94,,,150247.53125
,0.001,95,,,
95,,95,,,150193.015625
,0.001,96,,,
96,,96,,,150138.328125
,0.001,97,,,
97,,97,,,150083.453125
,0.001,98,,,
98,,98,,,150028.0
,0.001,99,,,
99,,99,,30957.7890625,
99,,99,,,149972.171875
,0.001,100,,,
100,,100,,,149916.078125
,0.001,101,,,
101,,101,,,149859.578125
,0.001,102,,,
102,,102,,,149802.953125
,0.001,103,,,
103,,103,,,149745.265625
,0.001,104,,,
104,,104,,,149687.375
,0.001,105,,,
105,,105,,,149629.65625
,0.001,106,,,
106,,106,,,149571.734375
,0.001,107,,,
107,,107,,,149513.671875
,0.001,108,,,
108,,108,,,149455.25
,0.001,109,,,
109,,109,,,149397.125
,0.001,110,,,
110,,110,,,149337.578125
,0.001,111,,,
111,,111,,,149278.578125
,0.001,112,,,
112,,112,,,149220.234375
,0.001,113,,,
113,,113,,,149160.984375
,0.001,114,,,
114,,114,,,149102.390625
,0.001,115,,,
115,,115,,,149043.640625
,0.001,116,,,
116,,116,,,148984.65625
,0.001,117,,,
117,,117,,,148925.4375
,0.001,118,,,
118,,118,,,148866.03125
,0.001,119,,,
119,,119,,,148806.421875
,0.001,120,,,
120,,120,,,148746.59375
,0.001,121,,,
121,,121,,,148686.546875
,0.001,122,,,
122,,122,,,148626.296875
,0.001,123,,,
123,,123,,,148565.84375
,0.001,124,,,
124,,124,,,148505.140625
,0.001,125,,,
125,,125,,,148444.265625
,0.001,126,,,
126,,126,,,148383.15625
,0.001,127,,,
127,,127,,,148321.84375
,0.001,128,,,
128,,128,,,148260.34375
,0.001,129,,,
129,,129,,,148198.609375
,0.001,130,,,
130,,130,,,148136.6875
,0.001,131,,,
131,,131,,,148074.546875
,0.001,132,,,
132,,132,,,148012.203125
,0.001,133,,,
133,,133,,,147949.671875
,0.001,134,,,
134,,134,,,147886.90625
,0.001,135,,,
135,,135,,,147823.9375
,0.001,136,,,
136,,136,,,147760.78125
,0.001,137,,,
137,,137,,,147697.375
,0.001,138,,,
138,,138,,,147633.75
,0.001,139,,,
139,,139,,,147569.9375
,0.001,140,,,
140,,140,,,147505.921875
,0.001,141,,,
141,,141,,,147441.671875
,0.001,142,,,
142,,142,,,147377.21875
,0.001,143,,,
143,,143,,,147312.546875
,0.001,144,,,
144,,144,,,147247.671875
,0.001,145,,,
145,,145,,,147182.5625
,0.001,146,,,
146,,146,,,147117.25
,0.001,147,,,
147,,147,,,147051.734375
,0.001,148,,,
148,,148,,,146986.0
,0.001,149,,,
149,,149,,30005.251953125,
149,,149,,,146920.03125
,0.001,150,,,
150,,150,,,146853.859375
,0.001,151,,,
151,,151,,,146787.46875
,0.001,152,,,
152,,152,,,146720.890625
,0.001,153,,,
153,,153,,,146654.046875
,0.001,154,,,
154,,154,,,146587.0
,0.001,155,,,
155,,155,,,146519.734375
,0.001,156,,,
156,,156,,,146452.28125
,0.001,157,,,
157,,157,,,146384.578125
,0.001,158,,,
158,,158,,,146316.6875
,0.001,159,,,
159,,159,,,146248.546875
,0.001,160,,,
160,,160,,,146180.203125
,0.001,161,,,
161,,161,,,146111.640625
,0.001,162,,,
162,,162,,,146042.828125
,0.001,163,,,
163,,163,,,145973.8125
,0.001,164,,,
164,,164,,,145904.578125
,0.001,165,,,
165,,165,,,145835.140625
,0.001,166,,,
166,,166,,,145765.484375
,0.001,167,,,
167,,167,,,145695.578125
,0.001,168,,,
168,,168,,,145625.46875
,0.001,169,,,
169,,169,,,145555.140625
,0.001,170,,,
170,,170,,,145484.703125
,0.001,171,,,
171,,171,,,145414.03125
,0.001,172,,,
172,,172,,,145343.109375
,0.001,173,,,
173,,173,,,145271.96875
,0.001,174,,,
174,,174,,,145200.59375
,0.001,175,,,
175,,175,,,145129.0
,0.001,176,,,
176,,176,,,145057.171875
,0.001,177,,,
177,,177,,,144985.09375
,0.001,178,,,
178,,178,,,144912.9375
,0.001,179,,,
179,,179,,,144840.5
,0.001,180,,,
180,,180,,,144767.875
,0.001,181,,,
181,,181,,,144695.015625
,0.001,182,,,
182,,182,,,144621.921875
,0.001,183,,,
183,,183,,,144548.5625
,0.001,184,,,
184,,184,,,144475.078125
,0.001,185,,,
185,,185,,,144401.34375
,0.001,186,,,
186,,186,,,144327.375
,0.001,187,,,
187,,187,,,144253.140625
,0.001,188,,,
188,,188,,,144178.671875
,0.001,189,,,
189,,189,,,144103.984375
,0.001,190,,,
190,,190,,,144029.09375
,0.001,191,,,
191,,191,,,143953.96875
,0.001,192,,,
192,,192,,,143878.5625
,0.001,193,,,
193,,193,,,143802.9375
,0.001,194,,,
194,,194,,,143727.0625
,0.001,195,,,
195,,195,,,143650.984375
,0.001,196,,,
196,,196,,,143574.625
,0.001,197,,,
197,,197,,,143498.03125
,0.001,198,,,
198,,198,,,143421.1875
,0.001,199,,,
199,,199,,28913.833984375,
199,,199,,,143344.125
,0.001,200,,,
200,,200,,,143266.828125
,0.001,201,,,
201,,201,,,143189.28125
,0.001,202,,,
202,,202,,,143111.484375
,0.001,203,,,
203,,203,,,143033.4375
,0.001,204,,,
204,,204,,,142955.1875
,0.001,205,,,
205,,205,,,142876.65625
,0.001,206,,,
206,,206,,,142797.90625
,0.001,207,,,
207,,207,,,142718.890625
,0.001,208,,,
208,,208,,,142639.65625
,0.001,209,,,
209,,209,,,142560.1875
,0.001,210,,,
210,,210,,,142480.453125
,0.001,211,,,
211,,211,,,142400.46875
,0.001,212,,,
212,,212,,,142320.265625
,0.001,213,,,
213,,213,,,142239.8125
,0.001,214,,,
214,,214,,,142159.109375
,0.001,215,,,
215,,215,,,142078.171875
,0.001,216,,,
216,,216,,,141997.015625
,0.001,217,,,
217,,217,,,141915.578125
,0.001,218,,,
218,,218,,,141833.921875
,0.001,219,,,
219,,219,,,141752.03125
,0.001,220,,,
220,,220,,,141669.890625
,0.001,221,,,
221,,221,,,141587.5
,0.001,222,,,
222,,222,,,141504.890625
,0.001,223,,,
223,,223,,,141422.015625
,0.001,224,,,
224,,224,,,141338.953125
,0.001,225,,,
225,,225,,,141255.609375
,0.001,226,,,
226,,226,,,141172.015625
,0.001,227,,,
227,,227,,,141088.21875
,0.001,228,,,
228,,228,,,141004.171875
,0.001,229,,,
229,,229,,,140919.90625
,0.001,230,,,
230,,230,,,140835.375
,0.001,231,,,
231,,231,,,140750.625
,0.001,232,,,
232,,232,,,140665.625
,0.001,233,,,
233,,233,,,140580.390625
,0.001,234,,,
234,,234,,,140494.953125
,0.001,235,,,
235,,235,,,140409.265625
,0.001,236,,,
236,,236,,,140323.3125
,0.001,237,,,
237,,237,,,140237.15625
,0.001,238,,,
238,,238,,,140150.75
,0.001,239,,,
239,,239,,,140064.125
,0.001,240,,,
240,,240,,,139977.21875
,0.001,241,,,
241,,241,,,139890.109375
,0.001,242,,,
242,,242,,,139802.78125
,0.001,243,,,
243,,243,,,139715.21875
,0.001,244,,,
244,,244,,,139627.4375
,0.001,245,,,
245,,245,,,139539.46875
,0.001,246,,,
246,,246,,,139452.6875
,0.001,247,,,
247,,247,,,139368.5
,0.001,248,,,
248,,248,,,139265.515625
,0.001,249,,,
249,,249,,27637.84375,
249,,249,,,139078.03125
,0.001,250,,,
250,,250,,,138957.109375
,0.001,251,,,
251,,251,,,138827.59375
,0.001,252,,,
252,,252,,,138737.171875
,0.001,253,,,
253,,253,,,138645.15625
,0.001,254,,,
254,,254,,,138552.375
,0.001,255,,,
255,,255,,,138458.875
,0.001,256,,,
256,,256,,,138364.765625
,0.001,257,,,
257,,257,,,138270.09375
,0.001,258,,,
258,,258,,,138174.859375
,0.001,259,,,
259,,259,,,138079.109375
,0.001,260,,,
260,,260,,,137982.9375
,0.001,261,,,
261,,261,,,137886.328125
,0.001,262,,,
262,,262,,,137789.3125
,0.001,263,,,
263,,263,,,137691.9375
,0.001,264,,,
264,,264,,,137594.203125
,0.001,265,,,
265,,265,,,137496.140625
,0.001,266,,,
266,,266,,,137397.734375
,0.001,267,,,
267,,267,,,137299.046875
,0.001,268,,,
268,,268,,,137200.0625
,0.001,269,,,
269,,269,,,137100.796875
,0.001,270,,,
270,,270,,,137001.28125
,0.001,271,,,
271,,271,,,136901.453125
,0.001,272,,,
272,,272,,,136801.421875
,0.001,273,,,
273,,273,,,136701.125
,0.001,274,,,
274,,274,,,136600.609375
,0.001,275,,,
275,,275,,,136499.859375
,0.001,276,,,
276,,276,,,136398.875
,0.001,277,,,
277,,277,,,136297.671875
,0.001,278,,,
278,,278,,,136196.25
,0.001,279,,,
279,,279,,,136094.640625
,0.001,280,,,
280,,280,,,135992.78125
,0.001,281,,,
281,,281,,,135890.734375
,0.001,282,,,
282,,282,,,135788.5
,0.001,283,,,
283,,283,,,135686.0625
,0.001,284,,,
284,,284,,,135583.40625
,0.001,285,,,
285,,285,,,135480.609375
,0.001,286,,,
286,,286,,,135377.5625
,0.001,287,,,
287,,287,,,135274.34375
,0.001,288,,,
288,,288,,,135170.890625
,0.001,289,,,
289,,289,,,135067.28125
,0.001,290,,,
290,,290,,,134963.453125
,0.001,291,,,
291,,291,,,134859.453125
,0.001,292,,,
292,,292,,,134755.234375
,0.001,293,,,
293,,293,,,134650.828125
,0.001,294,,,
294,,294,,,134546.25
,0.001,295,,,
295,,295,,,134441.453125
,0.001,296,,,
296,,296,,,134336.5
,0.001,297,,,
297,,297,,,134231.328125
,0.001,298,,,
298,,298,,,134126.015625
,0.001,299,,,
299,,299,,26220.412109375,
299,,299,,,134020.5
,0.001,300,,,
300,,300,,,133914.796875
,0.001,301,,,
301,,301,,,133808.921875
,0.001,302,,,
302,,302,,,133702.875
,0.001,303,,,
303,,303,,,133596.625
,0.001,304,,,
304,,304,,,133490.234375
,0.001,305,,,
305,,305,,,133383.734375
,0.001,306,,,
306,,306,,,133277.09375
,0.001,307,,,
307,,307,,,133170.328125
,0.001,308,,,
308,,308,,,133063.453125
,0.001,309,,,
309,,309,,,132956.4375
,0.001,310,,,
310,,310,,,132849.3125
,0.001,311,,,
311,,311,,,132742.09375
,0.001,312,,,
312,,312,,,132634.828125
,0.001,313,,,
313,,313,,,132527.4375
,0.001,314,,,
314,,314,,,132419.875
,0.001,315,,,
315,,315,,,132312.09375
,0.001,316,,,
316,,316,,,132204.0625
,0.001,317,,,
317,,317,,,132095.875
,0.001,318,,,
318,,318,,,131987.484375
,0.001,319,,,
319,,319,,,131878.875
,0.001,320,,,
320,,320,,,131770.09375
,0.001,321,,,
321,,321,,,131661.125
,0.001,322,,,
322,,322,,,131551.96875
,0.001,323,,,
323,,323,,,131442.671875
,0.001,324,,,
324,,324,,,131333.171875
,0.001,325,,,
325,,325,,,131223.515625
,0.001,326,,,
326,,326,,,131113.78125
,0.001,327,,,
327,,327,,,131003.9609375
,0.001,328,,,
328,,328,,,130894.2265625
,0.001,329,,,
329,,329,,,130784.515625
,0.001,330,,,
330,,330,,,130674.546875
,0.001,331,,,
331,,331,,,130564.2734375
,0.001,332,,,
332,,332,,,130453.78125
,0.001,333,,,
333,,333,,,130343.0390625
,0.001,334,,,
334,,334,,,130232.0234375
,0.001,335,,,
335,,335,,,130120.875
,0.001,336,,,
336,,336,,,130009.6640625
,0.001,337,,,
337,,337,,,129898.515625
,0.001,338,,,
338,,338,,,129787.171875
,0.001,339,,,
339,,339,,,129675.6171875
,0.001,340,,,
340,,340,,,129564.03125
,0.001,341,,,
341,,341,,,129452.390625
,0.001,342,,,
342,,342,,,129340.5546875
,0.001,343,,,
343,,343,,,129228.796875
,0.001,344,,,
344,,344,,,129116.7109375
,0.001,345,,,
345,,345,,,129004.3359375
,0.001,346,,,
346,,346,,,128891.9765625
,0.001,347,,,
347,,347,,,128779.4375
,0.001,348,,,
348,,348,,,128666.6484375
,0.001,349,,,
349,,349,,24743.947265625,
349,,349,,,128554.421875
,0.001,350,,,
350,,350,,,128441.84375
,0.001,351,,,
351,,351,,,128329.9140625
,0.001,352,,,
352,,352,,,128217.703125
,0.001,353,,,
353,,353,,,128105.125
,0.001,354,,,
354,,354,,,127992.46875
,0.001,355,,,
355,,355,,,127879.484375
,0.001,356,,,
356,,356,,,127766.125
,0.001,357,,,
357,,357,,,127653.2890625
,0.001,358,,,
358,,358,,,127540.0625
,0.001,359,,,
359,,359,,,127426.546875
,0.001,360,,,
360,,360,,,127312.78125
,0.001,361,,,
361,,361,,,127198.6875
,0.001,362,,,
362,,362,,,127085.6953125
,0.001,363,,,
363,,363,,,126972.6328125
,0.001,364,,,
364,,364,,,126860.125
,0.001,365,,,
365,,365,,,126748.3046875
,0.001,366,,,
366,,366,,,126636.0234375
,0.001,367,,,
367,,367,,,126524.25
,0.001,368,,,
368,,368,,,126412.0859375
,0.001,369,,,
369,,369,,,126299.453125
,0.001,370,,,
370,,370,,,126187.8671875
,0.001,371,,,
371,,371,,,126076.4140625
,0.001,372,,,
372,,372,,,125964.09375
,0.001,373,,,
373,,373,,,125851.6171875
,0.001,374,,,
374,,374,,,125740.25
,0.001,375,,,
375,,375,,,125629.9765625
,0.001,376,,,
376,,376,,,125519.3046875
,0.001,377,,,
377,,377,,,125409.5390625
,0.001,378,,,
378,,378,,,125298.6015625
,0.001,379,,,
379,,379,,,125187.859375
,0.001,380,,,
380,,380,,,125081.203125
,0.001,381,,,
381,,381,,,124971.40625
,0.001,382,,,
382,,382,,,124863.5703125
,0.001,383,,,
383,,383,,,124758.1953125
,0.001,384,,,
384,,384,,,124652.796875
,0.001,385,,,
385,,385,,,124550.109375
,0.001,386,,,
386,,386,,,124446.515625
,0.001,387,,,
387,,387,,,124342.9296875
,0.001,388,,,
388,,388,,,124239.484375
,0.001,389,,,
389,,389,,,124132.0234375
,0.001,390,,,
390,,390,,,124023.1796875
,0.001,391,,,
391,,391,,,123915.203125
,0.001,392,,,
392,,392,,,123804.0546875
,0.001,393,,,
393,,393,,,123691.3671875
,0.001,394,,,
394,,394,,,123579.3984375
,0.001,395,,,
395,,395,,,123465.5390625
,0.001,396,,,
396,,396,,,123349.3359375
,0.001,397,,,
397,,397,,,123234.9609375
,0.001,398,,,
398,,398,,,123118.25
,0.001,399,,,
399,,399,,23321.57421875,
399,,399,,,122999.8359375
,0.001,400,,,
400,,400,,,122883.421875
,0.001,401,,,
401,,401,,,122763.8125
,0.001,402,,,
402,,402,,,122644.6015625
,0.001,403,,,
403,,403,,,122524.9296875
,0.001,404,,,
404,,404,,,122396.515625
,0.001,405,,,
405,,405,,,122259.15625
,0.001,406,,,
406,,406,,,122119.8984375
,0.001,407,,,
407,,407,,,121962.90625
,0.001,408,,,
408,,408,,,121818.6328125
,0.001,409,,,
409,,409,,,121674.3515625
,0.001,410,,,
410,,410,,,121539.2578125
,0.001,411,,,
411,,411,,,121407.203125
,0.001,412,,,
412,,412,,,121281.3671875
,0.001,413,,,
413,,413,,,121162.5859375
,0.001,414,,,
414,,414,,,121028.6875
,0.001,415,,,
415,,415,,,120899.15625
,0.001,416,,,
416,,416,,,120783.3046875
,0.001,417,,,
417,,417,,,120645.5
,0.001,418,,,
418,,418,,,120517.859375
,0.001,419,,,
419,,419,,,120400.6015625
,0.001,420,,,
420,,420,,,120266.8828125
,0.001,421,,,
421,,421,,,120145.375
,0.001,422,,,
422,,422,,,120016.90625
,0.001,423,,,
423,,423,,,119889.9921875
,0.001,424,,,
424,,424,,,119765.6484375
,0.001,425,,,
425,,425,,,119636.6015625
,0.001,426,,,
426,,426,,,119512.0625
,0.001,427,,,
427,,427,,,119384.9453125
,0.001,428,,,
428,,428,,,119258.1875
,0.001,429,,,
429,,429,,,119132.4921875
,0.001,430,,,
430,,430,,,119005.171875
,0.001,431,,,
431,,431,,,118877.6015625
,0.001,432,,,
432,,432,,,118751.3359375
,0.001,433,,,
433,,433,,,118623.3984375
,0.001,434,,,
434,,434,,,118495.34375
,0.001,435,,,
435,,435,,,118367.421875
,0.001,436,,,
436,,436,,,118239.125
,0.001,437,,,
437,,437,,,118110.9765625
,0.001,438,,,
438,,438,,,117981.078125
,0.001,439,,,
439,,439,,,117852.140625
,0.001,440,,,
440,,440,,,117723.484375
,0.001,441,,,
441,,441,,,117592.875
,0.001,442,,,
442,,442,,,117463.734375
,0.001,443,,,
443,,443,,,117333.234375
,0.001,444,,,
444,,444,,,117203.140625
,0.001,445,,,
445,,445,,,117074.0546875
,0.001,446,,,
446,,446,,,116942.3828125
,0.001,447,,,
447,,447,,,116813.2109375
,0.001,448,,,
448,,448,,,116680.9453125
,0.001,449,,,
449,,449,,21835.68359375,
449,,449,,,116551.3046875
,0.001,450,,,
450,,450,,,116417.34375
,0.001,451,,,
451,,451,,,116287.203125
,0.001,452,,,
452,,452,,,116135.484375
,0.001,453,,,
453,,453,,,116012.4140625
,0.001,454,,,
454,,454,,,115878.328125
,0.001,455,,,
455,,455,,,115744.546875
,0.001,456,,,
456,,456,,,115631.015625
,0.001,457,,,
457,,457,,,115516.359375
,0.001,458,,,
458,,458,,,115411.671875
,0.001,459,,,
459,,459,,,115292.6328125
,0.001,460,,,
460,,460,,,115140.796875
,0.001,461,,,
461,,461,,,114964.65625
,0.001,462,,,
462,,462,,,114842.578125
,0.001,463,,,
463,,463,,,114780.453125
,0.001,464,,,
464,,464,,,114679.2578125
,0.001,465,,,
465,,465,,,114542.515625
,0.001,466,,,
466,,466,,,114397.6953125
,0.001,467,,,
467,,467,,,114280.515625
,0.001,468,,,
468,,468,,,114201.6640625
,0.001,469,,,
469,,469,,,114113.453125
,0.001,470,,,
470,,470,,,114007.3203125
,0.001,471,,,
471,,471,,,113878.7109375
,0.001,472,,,
472,,472,,,113773.0390625
,0.001,473,,,
473,,473,,,113690.5546875
,0.001,474,,,
474,,474,,,113594.8125
,0.001,475,,,
475,,475,,,113484.25
,0.001,476,,,
476,,476,,,113367.9453125
,0.001,477,,,
477,,477,,,113270.4921875
,0.001,478,,,
478,,478,,,113184.09375
,0.001,479,,,
479,,479,,,113081.0078125
,0.001,480,,,
480,,480,,,112965.1484375
,0.001,481,,,
481,,481,,,112850.7421875
,0.001,482,,,
482,,482,,,112753.5390625
,0.001,483,,,
483,,483,,,112658.546875
,0.001,484,,,
484,,484,,,112547.34375
,0.001,485,,,
485,,485,,,112427.8125
,0.001,486,,,
486,,486,,,112315.4375
,0.001,487,,,
487,,487,,,112215.140625
,0.001,488,,,
488,,488,,,112104.90625
,0.001,489,,,
489,,489,,,111981.9140625
,0.001,490,,,
490,,490,,,111862.84375
,0.001,491,,,
491,,491,,,111752.2890625
,0.001,492,,,
492,,492,,,111638.15625
,0.001,493,,,
493,,493,,,111512.0625
,0.001,494,,,
494,,494,,,111387.3125
,0.001,495,,,
495,,495,,,111268.3046875
,0.001,496,,,
496,,496,,,111149.046875
,0.001,497,,,
497,,497,,,111020.3828125
,0.001,498,,,
498,,498,,,110889.78125
,0.001,499,,,
499,,499,,20581.67578125,
499,,499,,,110763.9609375
,0.001,500,,,
500,,500,,,110640.21875
,0.001,501,,,
501,,501,,,110509.3984375
,0.001,502,,,
502,,502,,,110373.859375
,0.001,503,,,
503,,503,,,110243.2890625
,0.001,504,,,
504,,504,,,110114.796875
,0.001,505,,,
505,,505,,,109982.3515625
,0.001,506,,,
506,,506,,,109844.7421875
,0.001,507,,,
507,,507,,,109709.8671875
,0.001,508,,,
508,,508,,,109578.09375
,0.001,509,,,
509,,509,,,109443.890625
,0.001,510,,,
510,,510,,,109304.8828125
,0.001,511,,,
511,,511,,,109167.78125
,0.001,512,,,
512,,512,,,109033.3125
,0.001,513,,,
513,,513,,,108897.3125
,0.001,514,,,
514,,514,,,108757.8125
,0.001,515,,,
515,,515,,,108619.3671875
,0.001,516,,,
516,,516,,,108482.6875
,0.001,517,,,
517,,517,,,108345.09375
,0.001,518,,,
518,,518,,,108205.3984375
,0.001,519,,,
519,,519,,,108066.3046875
,0.001,520,,,
520,,520,,,107928.125
,0.001,521,,,
521,,521,,,107788.9609375
,0.001,522,,,
522,,522,,,107649.203125
,0.001,523,,,
523,,523,,,107509.859375
,0.001,524,,,
524,,524,,,107370.6796875
,0.001,525,,,
525,,525,,,107230.84375
,0.001,526,,,
526,,526,,,107090.46875
,0.001,527,,,
527,,527,,,106950.8515625
,0.001,528,,,
528,,528,,,106811.1796875
,0.001,529,,,
529,,529,,,106670.7109375
,0.001,530,,,
530,,530,,,106530.359375
,0.001,531,,,
531,,531,,,106390.09375
,0.001,532,,,
532,,532,,,106249.7265625
,0.001,533,,,
533,,533,,,106109.2109375
,0.001,534,,,
534,,534,,,105968.796875
,0.001,535,,,
535,,535,,,105828.0625
,0.001,536,,,
536,,536,,,105687.3125
,0.001,537,,,
537,,537,,,105546.7109375
,0.001,538,,,
538,,538,,,105405.890625
,0.001,539,,,
539,,539,,,105265.09375
,0.001,540,,,
540,,540,,,105124.3515625
,0.001,541,,,
541,,541,,,104983.2734375
,0.001,542,,,
542,,542,,,104842.4140625
,0.001,543,,,
543,,543,,,104701.3984375
,0.001,544,,,
544,,544,,,104560.125
,0.001,545,,,
545,,545,,,104419.453125
,0.001,546,,,
546,,546,,,104278.0546875
,0.001,547,,,
547,,547,,,104137.078125
,0.001,548,,,
548,,548,,,103996.0
,0.001,549,,,
549,,549,,19260.623046875,
549,,549,,,103854.515625
,0.001,550,,,
550,,550,,,103713.8671875
,0.001,551,,,
551,,551,,,103572.1875
,0.001,552,,,
552,,552,,,103431.3984375
,0.001,553,,,
553,,553,,,103290.109375
,0.001,554,,,
554,,554,,,103148.71875
,0.001,555,,,
555,,555,,,103007.9921875
,0.001,556,,,
556,,556,,,102866.140625
,0.001,557,,,
557,,557,,,102725.9609375
,0.001,558,,,
558,,558,,,102583.9140625
,0.001,559,,,
559,,559,,,102444.328125
,0.001,560,,,
560,,560,,,102302.6015625
,0.001,561,,,
561,,561,,,102162.6484375
,0.001,562,,,
562,,562,,,102021.78125
,0.001,563,,,
563,,563,,,101880.84375
,0.001,564,,,
564,,564,,,101740.453125
,0.001,565,,,
565,,565,,,101598.9296875
,0.001,566,,,
566,,566,,,101459.1796875
,0.001,567,,,
567,,567,,,101317.2109375
,0.001,568,,,
568,,568,,,101177.8046875
,0.001,569,,,
569,,569,,,101036.328125
,0.001,570,,,
570,,570,,,100896.65625
,0.001,571,,,
571,,571,,,100755.53125
,0.001,572,,,
572,,572,,,100615.2421875
,0.001,573,,,
573,,573,,,100474.3203125
,0.001,574,,,
574,,574,,,100333.453125
,0.001,575,,,
575,,575,,,100192.3515625
,0.001,576,,,
576,,576,,,100051.1796875
,0.001,577,,,
577,,577,,,99910.0859375
,0.001,578,,,
578,,578,,,99768.3046875
,0.001,579,,,
579,,579,,,99628.0546875
,0.001,580,,,
580,,580,,,99485.40625
,0.001,581,,,
581,,581,,,99347.2421875
,0.001,582,,,
582,,582,,,99204.9296875
,0.001,583,,,
583,,583,,,99066.9765625
,0.001,584,,,
584,,584,,,98926.9921875
,0.001,585,,,
585,,585,,,98786.6796875
,0.001,586,,,
586,,586,,,98648.625
,0.001,587,,,
587,,587,,,98507.09375
,0.001,588,,,
588,,588,,,98369.3203125
,0.001,589,,,
589,,589,,,98229.203125
,0.001,590,,,
590,,590,,,98089.3671875
,0.001,591,,,
591,,591,,,97950.578125
,0.001,592,,,
592,,592,,,97809.234375
,0.001,593,,,
593,,593,,,97671.0390625
,0.001,594,,,
594,,594,,,97530.09375
,0.001,595,,,
595,,595,,,97390.6171875
,0.001,596,,,
