epoch,lr-AdamW,step,test_mse,train_mse,val_mse
,0.001,212,,,
212,,212,,,141719.984375
,0.001,213,,,
213,,213,,,141632.65625
,0.001,214,,,
214,,214,,,141545.078125
,0.001,215,,,
215,,215,,,141457.328125
,0.001,216,,,
216,,216,,,141369.34375
,0.001,217,,,
217,,217,,,141281.171875
,0.001,218,,,
218,,218,,,141192.828125
,0.001,219,,,
219,,219,,,141104.234375
,0.001,220,,,
220,,220,,,141015.453125
,0.001,221,,,
221,,221,,,140926.5
,0.001,222,,,
222,,222,,,140837.328125
,0.001,223,,,
223,,223,,,140747.9375
,0.001,224,,,
224,,224,,,140658.390625
,0.001,225,,,
225,,225,,,140568.609375
,0.001,226,,,
226,,226,,,140478.640625
,0.001,227,,,
227,,227,,,140388.484375
,0.001,228,,,
228,,228,,,140298.109375
,0.001,229,,,
229,,229,,,140207.515625
,0.001,230,,,
230,,230,,,140116.765625
,0.001,231,,,
231,,231,,,140025.8125
,0.001,232,,,
232,,232,,,139934.640625
,0.001,233,,,
233,,233,,,139843.28125
,0.001,234,,,
234,,234,,,139751.71875
,0.001,235,,,
235,,235,,,139659.9375
,0.001,236,,,
236,,236,,,139568.0
,0.001,237,,,
237,,237,,,139475.8125
,0.001,238,,,
238,,238,,,139383.453125
,0.001,239,,,
239,,239,,,139290.890625
,0.001,240,,,
240,,240,,,139198.140625
,0.001,241,,,
241,,241,,,139105.1875
,0.001,242,,,
242,,242,,,139012.03125
,0.001,243,,,
243,,243,,,138918.671875
,0.001,244,,,
244,,244,,,138825.125
,0.001,245,,,
245,,245,,,138731.375
,0.001,246,,,
246,,246,,,138637.4375
,0.001,247,,,
247,,247,,,138543.25
,0.001,248,,,
248,,248,,,138448.921875
,0.001,249,,,
249,,249,,28127.935546875,
249,,249,,,138354.359375
,0.001,250,,,
250,,250,,,138259.625
,0.001,251,,,
251,,251,,,138164.6875
,0.001,252,,,
252,,252,,,138069.546875
,0.001,253,,,
253,,253,,,137974.21875
,0.001,254,,,
254,,254,,,137878.6875
,0.001,255,,,
255,,255,,,137782.953125
,0.001,256,,,
256,,256,,,137687.03125
,0.001,257,,,
257,,257,,,137590.890625
,0.001,258,,,
258,,258,,,137494.59375
,0.001,259,,,
259,,259,,,137398.0625
,0.001,260,,,
260,,260,,,137301.34375
,0.001,261,,,
261,,261,,,137204.421875
,0.001,262,,,
262,,262,,,137107.34375
,0.001,263,,,
263,,263,,,137010.03125
,0.001,264,,,
264,,264,,,136912.53125
,0.001,265,,,
265,,265,,,136814.8125
,0.001,266,,,
266,,266,,,136716.9375
,0.001,267,,,
267,,267,,,136618.859375
,0.001,268,,,
268,,268,,,136520.578125
,0.001,269,,,
269,,269,,,136422.09375
,0.001,270,,,
270,,270,,,136323.4375
,0.001,271,,,
271,,271,,,136224.5625
,0.001,272,,,
272,,272,,,136125.515625
,0.001,273,,,
273,,273,,,136026.265625
,0.001,274,,,
274,,274,,,135926.828125
,0.001,275,,,
275,,275,,,135827.203125
,0.001,276,,,
276,,276,,,135727.390625
,0.001,277,,,
277,,277,,,135627.34375
,0.001,278,,,
278,,278,,,135527.140625
,0.001,279,,,
279,,279,,,135426.734375
,0.001,280,,,
280,,280,,,135326.15625
,0.001,281,,,
281,,281,,,135225.359375
,0.001,282,,,
282,,282,,,135124.390625
,0.001,283,,,
283,,283,,,135023.21875
,0.001,284,,,
284,,284,,,134921.875
,0.001,285,,,
285,,285,,,134820.328125
,0.001,286,,,
286,,286,,,134718.59375
,0.001,287,,,
287,,287,,,134616.6875
,0.001,288,,,
288,,288,,,134514.5625
,0.001,289,,,
289,,289,,,134412.265625
,0.001,290,,,
290,,290,,,134309.765625
,0.001,291,,,
291,,291,,,134206.296875
,0.001,292,,,
292,,292,,,134055.046875
,0.001,293,,,
293,,293,,,134033.46875
,0.001,294,,,
294,,294,,,133929.546875
,0.001,295,,,
295,,295,,,133825.484375
,0.001,296,,,
296,,296,,,133633.359375
,0.001,297,,,
297,,297,,,133568.484375
,0.001,298,,,
298,,298,,,133479.015625
,0.001,299,,,
299,,299,,26360.228515625,
299,,299,,,133383.203125
,0.001,300,,,
300,,300,,,133281.421875
,0.001,301,,,
301,,301,,,133178.140625
,0.001,302,,,
302,,302,,,133074.546875
,0.001,303,,,
303,,303,,,132970.953125
,0.001,304,,,
304,,304,,,132867.328125
,0.001,305,,,
305,,305,,,132763.6875
,0.001,306,,,
306,,306,,,132660.03125
,0.001,307,,,
307,,307,,,132556.390625
,0.001,308,,,
308,,308,,,132452.65625
,0.001,309,,,
309,,309,,,132348.765625
,0.001,310,,,
310,,310,,,132244.90625
,0.001,311,,,
311,,311,,,132140.640625
,0.001,312,,,
312,,312,,,132036.28125
,0.001,313,,,
313,,313,,,131931.875
,0.001,314,,,
314,,314,,,131827.046875
,0.001,315,,,
315,,315,,,131722.21875
,0.001,316,,,
316,,316,,,131617.3125
,0.001,317,,,
317,,317,,,131512.109375
,0.001,318,,,
318,,318,,,131406.671875
,0.001,319,,,
319,,319,,,131300.3125
,0.001,320,,,
320,,320,,,131183.546875
,0.001,321,,,
321,,321,,,131013.9765625
,0.001,322,,,
322,,322,,,130897.5625
,0.001,323,,,
323,,323,,,130792.515625
,0.001,324,,,
324,,324,,,130686.875
,0.001,325,,,
325,,325,,,130580.765625
,0.001,326,,,
326,,326,,,130474.15625
,0.001,327,,,
327,,327,,,130367.234375
,0.001,328,,,
328,,328,,,130259.796875
,0.001,329,,,
329,,329,,,130151.9921875
,0.001,330,,,
330,,330,,,130043.78125
,0.001,331,,,
331,,331,,,129935.2890625
,0.001,332,,,
332,,332,,,129826.4140625
,0.001,333,,,
333,,333,,,129717.15625
,0.001,334,,,
334,,334,,,129607.7265625
,0.001,335,,,
335,,335,,,129497.890625
,0.001,336,,,
336,,336,,,129387.78125
,0.001,337,,,
337,,337,,,129277.3203125
,0.001,338,,,
338,,338,,,129166.7109375
,0.001,339,,,
339,,339,,,129055.796875
,0.001,340,,,
340,,340,,,128944.546875
,0.001,341,,,
341,,341,,,128833.15625
,0.001,342,,,
342,,342,,,128721.4375
,0.001,343,,,
343,,343,,,128609.4375
,0.001,344,,,
344,,344,,,128497.2109375
,0.001,345,,,
345,,345,,,128384.78125
,0.001,346,,,
346,,346,,,128272.0625
,0.001,347,,,
347,,347,,,128159.078125
,0.001,348,,,
348,,348,,,128046.0234375
,0.001,349,,,
349,,349,,24483.87890625,
349,,349,,,127932.6796875
,0.001,350,,,
350,,350,,,127819.046875
,0.001,351,,,
351,,351,,,127705.34375
,0.001,352,,,
352,,352,,,127591.40625
,0.001,353,,,
353,,353,,,127477.203125
,0.001,354,,,
354,,354,,,127362.84375
,0.001,355,,,
355,,355,,,127248.3515625
,0.001,356,,,
356,,356,,,127133.5859375
,0.001,357,,,
357,,357,,,127018.578125
,0.001,358,,,
358,,358,,,126903.5859375
,0.001,359,,,
359,,359,,,126788.2890625
,0.001,360,,,
360,,360,,,126672.71875
,0.001,361,,,
361,,361,,,126557.15625
,0.001,362,,,
362,,362,,,126441.3203125
,0.001,363,,,
363,,363,,,126325.2109375
,0.001,364,,,
364,,364,,,126208.9921875
,0.001,365,,,
365,,365,,,126092.6484375
,0.001,366,,,
366,,366,,,125976.0234375
,0.001,367,,,
367,,367,,,125859.125
,0.001,368,,,
368,,368,,,125742.25
,0.001,369,,,
369,,369,,,125625.109375
,0.001,370,,,
370,,370,,,125507.6328125
,0.001,371,,,
371,,371,,,125390.140625
,0.001,372,,,
372,,372,,,125272.5
,0.001,373,,,
373,,373,,,125154.5234375
,0.001,374,,,
374,,374,,,125036.25
,0.001,375,,,
375,,375,,,124918.1953125
,0.001,376,,,
376,,376,,,124799.6953125
,0.001,377,,,
377,,377,,,124680.6328125
,0.001,378,,,
378,,378,,,124562.0234375
,0.001,379,,,
379,,379,,,124443.2578125
,0.001,380,,,
380,,380,,,124323.15625
,0.001,381,,,
381,,381,,,124203.859375
,0.001,382,,,
382,,382,,,124084.8125
,0.001,383,,,
383,,383,,,123963.5078125
,0.001,384,,,
384,,384,,,123843.421875
,0.001,385,,,
385,,385,,,123723.671875
,0.001,386,,,
386,,386,,,123601.125
,0.001,387,,,
387,,387,,,123479.4375
,0.001,388,,,
388,,388,,,123359.0390625
,0.001,389,,,
389,,389,,,123234.515625
,0.001,390,,,
390,,390,,,123109.2890625
,0.001,391,,,
391,,391,,,122987.3203125
,0.001,392,,,
392,,392,,,122860.9296875
,0.001,393,,,
393,,393,,,122728.46875
,0.001,394,,,
394,,394,,,122602.75
,0.001,395,,,
395,,395,,,122475.171875
,0.001,396,,,
396,,396,,,122343.2578125
,0.001,397,,,
397,,397,,,122216.21875
,0.001,398,,,
398,,398,,,122091.6484375
,0.001,399,,,
399,,399,,22545.919921875,
399,,399,,,121966.5546875
,0.001,400,,,
400,,400,,,121843.6640625
,0.001,401,,,
401,,401,,,121724.140625
,0.001,402,,,
402,,402,,,121604.9921875
,0.001,403,,,
403,,403,,,121488.3046875
,0.001,404,,,
404,,404,,,121366.9609375
,0.001,405,,,
405,,405,,,121244.46875
,0.001,406,,,
406,,406,,,121120.84375
,0.001,407,,,
407,,407,,,120995.234375
,0.001,408,,,
408,,408,,,120871.140625
,0.001,409,,,
409,,409,,,120749.0703125
,0.001,410,,,
410,,410,,,120621.796875
,0.001,411,,,
411,,411,,,120496.2734375
,0.001,412,,,
412,,412,,,120372.125
,0.001,413,,,
413,,413,,,120244.1875
,0.001,414,,,
414,,414,,,120116.3046875
,0.001,415,,,
415,,415,,,119992.515625
,0.001,416,,,
416,,416,,,119861.5703125
,0.001,417,,,
417,,417,,,119734.359375
,0.001,418,,,
418,,418,,,119607.9140625
,0.001,419,,,
419,,419,,,119479.890625
,0.001,420,,,
420,,420,,,119353.234375
,0.001,421,,,
421,,421,,,119228.0234375
,0.001,422,,,
422,,422,,,119103.375
,0.001,423,,,
423,,423,,,118981.3359375
,0.001,424,,,
424,,424,,,118857.0078125
,0.001,425,,,
425,,425,,,118734.90625
,0.001,426,,,
426,,426,,,118615.3203125
,0.001,427,,,
427,,427,,,118492.6328125
,0.001,428,,,
428,,428,,,118368.9921875
,0.001,429,,,
429,,429,,,118244.1875
,0.001,430,,,
430,,430,,,118119.765625
,0.001,431,,,
431,,431,,,117996.6328125
,0.001,432,,,
432,,432,,,117870.46875
,0.001,433,,,
433,,433,,,117744.578125
,0.001,434,,,
434,,434,,,117618.9765625
,0.001,435,,,
435,,435,,,117492.8828125
,0.001,436,,,
436,,436,,,117370.6015625
,0.001,437,,,
437,,437,,,117254.8828125
,0.001,438,,,
438,,438,,,117137.765625
,0.001,439,,,
439,,439,,,117021.0703125
,0.001,440,,,
440,,440,,,116906.8828125
,0.001,441,,,
441,,441,,,116780.453125
,0.001,442,,,
442,,442,,,116590.4140625
,0.001,443,,,
443,,443,,,116477.2890625
,0.001,444,,,
444,,444,,,116369.125
,0.001,445,,,
445,,445,,,116262.796875
,0.001,446,,,
446,,446,,,116157.3671875
,0.001,447,,,
447,,447,,,116052.0625
,0.001,448,,,
448,,448,,,115949.8671875
,0.001,449,,,
449,,449,,20627.03515625,
449,,449,,,115848.4140625
,0.001,450,,,
450,,450,,,115747.78125
,0.001,451,,,
451,,451,,,115648.0
,0.001,452,,,
452,,452,,,115545.6171875
,0.001,453,,,
453,,453,,,115445.015625
,0.001,454,,,
454,,454,,,115341.3984375
,0.001,455,,,
455,,455,,,115237.2109375
,0.001,456,,,
456,,456,,,115130.578125
,0.001,457,,,
457,,457,,,115022.6015625
,0.001,458,,,
458,,458,,,114913.6328125
,0.001,459,,,
459,,459,,,114802.3515625
,0.001,460,,,
460,,460,,,114691.5
,0.001,461,,,
461,,461,,,114578.1875
,0.001,462,,,
462,,462,,,114464.2265625
,0.001,463,,,
463,,463,,,114348.5859375
,0.001,464,,,
464,,464,,,114231.6171875
,0.001,465,,,
465,,465,,,114114.0859375
,0.001,466,,,
466,,466,,,113994.6484375
,0.001,467,,,
467,,467,,,113875.2421875
,0.001,468,,,
468,,468,,,113754.515625
,0.001,469,,,
469,,469,,,113632.7109375
,0.001,470,,,
470,,470,,,113510.90625
,0.001,471,,,
471,,471,,,113387.5625
,0.001,472,,,
472,,472,,,113263.6953125
,0.001,473,,,
473,,473,,,113139.203125
,0.001,474,,,
474,,474,,,113013.4765625
,0.001,475,,,
475,,475,,,112887.125
,0.001,476,,,
476,,476,,,112759.75
,0.001,477,,,
477,,477,,,112631.7265625
,0.001,478,,,
478,,478,,,112503.3671875
,0.001,479,,,
479,,479,,,112374.0546875
,0.001,480,,,
480,,480,,,112244.6015625
,0.001,481,,,
481,,481,,,112114.8203125
,0.001,482,,,
482,,482,,,111984.21875
,0.001,483,,,
483,,483,,,111853.75
,0.001,484,,,
484,,484,,,111722.875
,0.001,485,,,
485,,485,,,111591.3125
,0.001,486,,,
486,,486,,,111459.828125
,0.001,487,,,
487,,487,,,111327.9140625
,0.001,488,,,
488,,488,,,111195.3359375
,0.001,489,,,
489,,489,,,111062.6015625
,0.001,490,,,
490,,490,,,110929.453125
,0.001,491,,,
491,,491,,,110795.703125
,0.001,492,,,
492,,492,,,110661.7265625
,0.001,493,,,
493,,493,,,110527.5078125
,0.001,494,,,
494,,494,,,110392.78125
,0.001,495,,,
495,,495,,,110257.75
,0.001,496,,,
496,,496,,,110122.5234375
,0.001,497,,,
497,,497,,,109986.9609375
,0.001,498,,,
498,,498,,,109850.9765625
,0.001,499,,,
499,,499,,18855.568359375,
499,,499,,,109714.765625
500,,500,121893.1953125,,
