epoch,lr-AdamW,step,test_mse,train_mse,val_mse
,0.001,56,,,
56,,56,,,152253.40625
,0.001,57,,,
57,,57,,,152205.296875
,0.001,58,,,
58,,58,,,152157.0625
,0.001,59,,,
59,,59,,,152108.6875
,0.001,60,,,
60,,60,,,152060.171875
,0.001,61,,,
61,,61,,,152011.5
,0.001,62,,,
62,,62,,,151961.4375
,0.001,63,,,
63,,63,,,151906.421875
,0.001,64,,,
64,,64,,,151855.71875
,0.001,65,,,
65,,65,,,151805.90625
,0.001,66,,,
66,,66,,,151756.25
,0.001,67,,,
67,,67,,,151706.453125
,0.001,68,,,
68,,68,,,151656.46875
,0.001,69,,,
69,,69,,,151606.34375
,0.001,70,,,
70,,70,,,151556.046875
,0.001,71,,,
71,,71,,,151505.578125
,0.001,72,,,
72,,72,,,151454.953125
,0.001,73,,,
73,,73,,,151404.203125
,0.001,74,,,
74,,74,,,151353.234375
,0.001,75,,,
75,,75,,,151302.140625
,0.001,76,,,
76,,76,,,151250.859375
,0.001,77,,,
77,,77,,,151199.4375
,0.001,78,,,
78,,78,,,151147.859375
,0.001,79,,,
79,,79,,,151096.09375
,0.001,80,,,
80,,80,,,151044.140625
,0.001,81,,,
81,,81,,,150992.078125
,0.001,82,,,
82,,82,,,150939.828125
,0.001,83,,,
83,,83,,,150887.40625
,0.001,84,,,
84,,84,,,150834.859375
,0.001,85,,,
85,,85,,,150782.125
,0.001,86,,,
86,,86,,,150729.21875
,0.001,87,,,
87,,87,,,150676.09375
,0.001,88,,,
88,,88,,,150617.140625
,0.001,89,,,
89,,89,,,150534.390625
,0.001,90,,,
90,,90,,,150462.609375
,0.001,91,,,
91,,91,,,150409.609375
,0.001,92,,,
92,,92,,,150355.9375
,0.001,93,,,
93,,93,,,150301.828125
,0.001,94,,,
94,,94,,,150247.53125
,0.001,95,,,
95,,95,,,150193.015625
,0.001,96,,,
96,,96,,,150138.359375
,0.001,97,,,
97,,97,,,150083.453125
,0.001,98,,,
98,,98,,,150028.0
,0.001,99,,,
99,,99,,30957.7890625,
99,,99,,,149972.171875
,0.001,100,,,
100,,100,,,149916.078125
,0.001,101,,,
101,,101,,,149859.578125
,0.001,102,,,
102,,102,,,149802.953125
,0.001,103,,,
103,,103,,,149745.265625
,0.001,104,,,
104,,104,,,149687.375
,0.001,105,,,
105,,105,,,149629.65625
,0.001,106,,,
106,,106,,,149571.734375
,0.001,107,,,
107,,107,,,149513.671875
,0.001,108,,,
108,,108,,,149455.25
,0.001,109,,,
109,,109,,,149397.125
,0.001,110,,,
110,,110,,,149337.609375
,0.001,111,,,
111,,111,,,149278.5625
,0.001,112,,,
112,,112,,,149220.234375
,0.001,113,,,
113,,113,,,149160.984375
,0.001,114,,,
114,,114,,,149102.390625
,0.001,115,,,
115,,115,,,149043.640625
,0.001,116,,,
116,,116,,,148984.65625
,0.001,117,,,
117,,117,,,148925.4375
,0.001,118,,,
118,,118,,,148866.03125
,0.001,119,,,
119,,119,,,148806.4375
,0.001,120,,,
120,,120,,,148746.59375
,0.001,121,,,
121,,121,,,148686.546875
,0.001,122,,,
122,,122,,,148626.296875
,0.001,123,,,
123,,123,,,148565.84375
,0.001,124,,,
124,,124,,,148505.140625
,0.001,125,,,
125,,125,,,148444.265625
,0.001,126,,,
126,,126,,,148383.15625
,0.001,127,,,
127,,127,,,148321.84375
,0.001,128,,,
128,,128,,,148260.328125
,0.001,129,,,
129,,129,,,148198.625
,0.001,130,,,
130,,130,,,148136.6875
,0.001,131,,,
131,,131,,,148074.546875
,0.001,132,,,
132,,132,,,148012.21875
,0.001,133,,,
133,,133,,,147949.671875
,0.001,134,,,
134,,134,,,147886.90625
,0.001,135,,,
135,,135,,,147823.9375
,0.001,136,,,
136,,136,,,147760.78125
,0.001,137,,,
137,,137,,,147697.375
,0.001,138,,,
138,,138,,,147633.78125
,0.001,139,,,
139,,139,,,147569.9375
,0.001,140,,,
140,,140,,,147505.921875
,0.001,141,,,
141,,141,,,147441.671875
,0.001,142,,,
142,,142,,,147377.21875
,0.001,143,,,
143,,143,,,147312.53125
,0.001,144,,,
144,,144,,,147247.671875
,0.001,145,,,
145,,145,,,147182.578125
,0.001,146,,,
146,,146,,,147117.25
,0.001,147,,,
147,,147,,,147051.71875
,0.001,148,,,
148,,148,,,146986.0
,0.001,149,,,
149,,149,,30005.255859375,
149,,149,,,146920.03125
,0.001,150,,,
150,,150,,,146853.859375
,0.001,151,,,
151,,151,,,146787.46875
,0.001,152,,,
152,,152,,,146720.890625
,0.001,153,,,
153,,153,,,146654.0625
,0.001,154,,,
154,,154,,,146587.015625
,0.001,155,,,
155,,155,,,146519.765625
,0.001,156,,,
156,,156,,,146452.28125
,0.001,157,,,
157,,157,,,146384.578125
,0.001,158,,,
158,,158,,,146316.6875
,0.001,159,,,
159,,159,,,146248.546875
,0.001,160,,,
160,,160,,,146180.203125
,0.001,161,,,
161,,161,,,146111.640625
,0.001,162,,,
162,,162,,,146042.828125
,0.001,163,,,
163,,163,,,145973.8125
,0.001,164,,,
164,,164,,,145904.59375
,0.001,165,,,
165,,165,,,145835.140625
,0.001,166,,,
166,,166,,,145765.46875
,0.001,167,,,
167,,167,,,145695.578125
,0.001,168,,,
168,,168,,,145625.484375
,0.001,169,,,
169,,169,,,145555.140625
,0.001,170,,,
170,,170,,,145484.6875
,0.001,171,,,
171,,171,,,145414.015625
,0.001,172,,,
172,,172,,,145343.09375
,0.001,173,,,
173,,173,,,145271.9375
,0.001,174,,,
174,,174,,,145200.5625
,0.001,175,,,
175,,175,,,145128.9375
,0.001,176,,,
176,,176,,,145057.109375
,0.001,177,,,
177,,177,,,144985.21875
,0.001,178,,,
178,,178,,,144913.046875
,0.001,179,,,
179,,179,,,144840.65625
,0.001,180,,,
180,,180,,,144768.046875
,0.001,181,,,
181,,181,,,144695.1875
,0.001,182,,,
182,,182,,,144622.109375
,0.001,183,,,
183,,183,,,144548.765625
,0.001,184,,,
184,,184,,,144475.28125
,0.001,185,,,
185,,185,,,144401.53125
,0.001,186,,,
186,,186,,,144327.578125
,0.001,187,,,
187,,187,,,144253.34375
,0.001,188,,,
188,,188,,,144178.875
,0.001,189,,,
189,,189,,,144104.203125
,0.001,190,,,
190,,190,,,144029.296875
,0.001,191,,,
191,,191,,,143954.15625
,0.001,192,,,
192,,192,,,143878.765625
,0.001,193,,,
193,,193,,,143803.140625
,0.001,194,,,
194,,194,,,143727.265625
,0.001,195,,,
195,,195,,,143651.15625
,0.001,196,,,
196,,196,,,143574.828125
,0.001,197,,,
197,,197,,,143498.234375
,0.001,198,,,
198,,198,,,143421.4375
,0.001,199,,,
199,,199,,28913.892578125,
199,,199,,,143344.359375
,0.001,200,,,
200,,200,,,143267.0625
,0.001,201,,,
201,,201,,,143189.515625
,0.001,202,,,
202,,202,,,143111.734375
,0.001,203,,,
203,,203,,,143033.6875
,0.001,204,,,
204,,204,,,142955.4375
,0.001,205,,,
205,,205,,,142876.90625
,0.001,206,,,
206,,206,,,142798.140625
,0.001,207,,,
207,,207,,,142719.140625
,0.001,208,,,
208,,208,,,142639.90625
,0.001,209,,,
209,,209,,,142560.421875
,0.001,210,,,
210,,210,,,142480.671875
,0.001,211,,,
211,,211,,,142400.71875
,0.001,212,,,
212,,212,,,142320.5
,0.001,213,,,
213,,213,,,142240.03125
,0.001,214,,,
214,,214,,,142159.34375
,0.001,215,,,
215,,215,,,142078.390625
,0.001,216,,,
216,,216,,,141997.234375
,0.001,217,,,
217,,217,,,141915.8125
,0.001,218,,,
218,,218,,,141834.15625
,0.001,219,,,
219,,219,,,141752.28125
,0.001,220,,,
220,,220,,,141670.171875
,0.001,221,,,
221,,221,,,141587.78125
,0.001,222,,,
222,,222,,,141505.1875
,0.001,223,,,
223,,223,,,141422.359375
,0.001,224,,,
224,,224,,,141339.28125
,0.001,225,,,
225,,225,,,141255.96875
,0.001,226,,,
226,,226,,,141172.421875
,0.001,227,,,
227,,227,,,141088.625
,0.001,228,,,
228,,228,,,141004.609375
,0.001,229,,,
229,,229,,,140920.359375
,0.001,230,,,
230,,230,,,140835.90625
,0.001,231,,,
231,,231,,,140751.15625
,0.001,232,,,
232,,232,,,140666.1875
,0.001,233,,,
233,,233,,,140580.984375
,0.001,234,,,
234,,234,,,140495.546875
,0.001,235,,,
235,,235,,,140409.890625
,0.001,236,,,
236,,236,,,140323.96875
,0.001,237,,,
237,,237,,,140237.828125
,0.001,238,,,
238,,238,,,140151.453125
,0.001,239,,,
239,,239,,,140064.84375
,0.001,240,,,
240,,240,,,139978.015625
,0.001,241,,,
241,,241,,,139890.921875
,0.001,242,,,
242,,242,,,139803.59375
,0.001,243,,,
243,,243,,,139716.0625
,0.001,244,,,
244,,244,,,139628.28125
,0.001,245,,,
245,,245,,,139540.34375
,0.001,246,,,
246,,246,,,139453.515625
,0.001,247,,,
247,,247,,,139369.328125
,0.001,248,,,
248,,248,,,139266.765625
,0.001,249,,,
249,,249,,27638.123046875,
249,,249,,,139080.625
,0.001,250,,,
250,,250,,,138958.796875
,0.001,251,,,
251,,251,,,138828.515625
,0.001,252,,,
252,,252,,,138737.96875
,0.001,253,,,
253,,253,,,138645.953125
,0.001,254,,,
254,,254,,,138553.15625
,0.001,255,,,
255,,255,,,138459.65625
,0.001,256,,,
256,,256,,,138365.53125
,0.001,257,,,
257,,257,,,138270.84375
,0.001,258,,,
258,,258,,,138175.609375
,0.001,259,,,
259,,259,,,138079.859375
,0.001,260,,,
260,,260,,,137983.671875
,0.001,261,,,
261,,261,,,137887.078125
,0.001,262,,,
262,,262,,,137790.0625
,0.001,263,,,
263,,263,,,137692.65625
,0.001,264,,,
264,,264,,,137594.921875
,0.001,265,,,
265,,265,,,137496.84375
,0.001,266,,,
266,,266,,,137398.46875
,0.001,267,,,
267,,267,,,137299.765625
,0.001,268,,,
268,,268,,,137200.78125
,0.001,269,,,
269,,269,,,137101.515625
,0.001,270,,,
270,,270,,,137001.96875
,0.001,271,,,
271,,271,,,136902.171875
,0.001,272,,,
272,,272,,,136802.109375
,0.001,273,,,
273,,273,,,136701.8125
,0.001,274,,,
274,,274,,,136601.28125
,0.001,275,,,
275,,275,,,136500.53125
,0.001,276,,,
276,,276,,,136399.53125
,0.001,277,,,
277,,277,,,136298.328125
,0.001,278,,,
278,,278,,,136196.890625
,0.001,279,,,
279,,279,,,136095.25
,0.001,280,,,
280,,280,,,135993.40625
,0.001,281,,,
281,,281,,,135891.3125
,0.001,282,,,
282,,282,,,135789.03125
,0.001,283,,,
283,,283,,,135686.546875
,0.001,284,,,
284,,284,,,135583.859375
,0.001,285,,,
285,,285,,,135480.984375
,0.001,286,,,
286,,286,,,135377.90625
,0.001,287,,,
287,,287,,,135274.640625
,0.001,288,,,
288,,288,,,135171.1875
,0.001,289,,,
289,,289,,,135067.515625
,0.001,290,,,
290,,290,,,134963.65625
,0.001,291,,,
291,,291,,,134859.640625
,0.001,292,,,
292,,292,,,134755.390625
,0.001,293,,,
293,,293,,,134650.984375
,0.001,294,,,
294,,294,,,134546.375
,0.001,295,,,
295,,295,,,134441.5625
,0.001,296,,,
296,,296,,,134336.578125
,0.001,297,,,
297,,297,,,134231.4375
,0.001,298,,,
298,,298,,,134126.09375
,0.001,299,,,
299,,299,,26220.525390625,
299,,299,,,134020.578125
,0.001,300,,,
300,,300,,,133914.921875
,0.001,301,,,
301,,301,,,133809.046875
,0.001,302,,,
302,,302,,,133703.03125
,0.001,303,,,
303,,303,,,133596.796875
,0.001,304,,,
304,,304,,,133490.40625
,0.001,305,,,
305,,305,,,133383.796875
,0.001,306,,,
306,,306,,,133277.015625
,0.001,307,,,
307,,307,,,133170.03125
,0.001,308,,,
308,,308,,,133062.875
,0.001,309,,,
309,,309,,,132955.53125
,0.001,310,,,
310,,310,,,132848.0
,0.001,311,,,
311,,311,,,132740.296875
,0.001,312,,,
312,,312,,,132632.46875
,0.001,313,,,
313,,313,,,132524.625
,0.001,314,,,
314,,314,,,132416.90625
,0.001,315,,,
315,,315,,,132309.078125
,0.001,316,,,
316,,316,,,132201.03125
,0.001,317,,,
317,,317,,,132092.765625
,0.001,318,,,
318,,318,,,131984.546875
,0.001,319,,,
319,,319,,,131876.40625
,0.001,320,,,
320,,320,,,131768.03125
,0.001,321,,,
321,,321,,,131659.703125
,0.001,322,,,
322,,322,,,131552.90625
,0.001,323,,,
323,,323,,,131446.265625
,0.001,324,,,
324,,324,,,131339.21875
,0.001,325,,,
325,,325,,,131231.765625
,0.001,326,,,
326,,326,,,131124.0625
,0.001,327,,,
327,,327,,,131016.21875
,0.001,328,,,
328,,328,,,130907.9140625
,0.001,329,,,
329,,329,,,130799.3203125
,0.001,330,,,
330,,330,,,130690.6015625
,0.001,331,,,
331,,331,,,130581.5390625
,0.001,332,,,
332,,332,,,130472.125
,0.001,333,,,
333,,333,,,130362.6015625
,0.001,334,,,
334,,334,,,130252.6875
,0.001,335,,,
335,,335,,,130142.484375
,0.001,336,,,
336,,336,,,130032.1953125
,0.001,337,,,
337,,337,,,129921.5625
,0.001,338,,,
338,,338,,,129810.6875
,0.001,339,,,
339,,339,,,129699.6953125
,0.001,340,,,
340,,340,,,129588.3515625
,0.001,341,,,
341,,341,,,129476.9296875
,0.001,342,,,
342,,342,,,129365.5859375
,0.001,343,,,
343,,343,,,129253.890625
,0.001,344,,,
344,,344,,,129142.3828125
,0.001,345,,,
345,,345,,,129030.84375
,0.001,346,,,
346,,346,,,128918.9921875
,0.001,347,,,
347,,347,,,128807.34375
,0.001,348,,,
348,,348,,,128695.40625
,0.001,349,,,
349,,349,,24754.107421875,
349,,349,,,128583.2109375
,0.001,350,,,
350,,350,,,128470.90625
,0.001,351,,,
351,,351,,,128358.1953125
,0.001,352,,,
352,,352,,,128245.3671875
,0.001,353,,,
353,,353,,,128132.3046875
,0.001,354,,,
354,,354,,,128019.2578125
,0.001,355,,,
355,,355,,,127907.5078125
,0.001,356,,,
356,,356,,,127797.3203125
,0.001,357,,,
357,,357,,,127686.9296875
,0.001,358,,,
358,,358,,,127576.484375
,0.001,359,,,
359,,359,,,127465.7265625
,0.001,360,,,
360,,360,,,127354.8515625
,0.001,361,,,
361,,361,,,127243.421875
,0.001,362,,,
362,,362,,,127133.0078125
,0.001,363,,,
363,,363,,,127023.203125
,0.001,364,,,
364,,364,,,126912.9609375
,0.001,365,,,
365,,365,,,126802.1953125
,0.001,366,,,
366,,366,,,126689.6953125
,0.001,367,,,
367,,367,,,126579.9453125
,0.001,368,,,
368,,368,,,126468.765625
,0.001,369,,,
369,,369,,,126357.8671875
,0.001,370,,,
370,,370,,,126248.78125
,0.001,371,,,
371,,371,,,126139.2890625
,0.001,372,,,
372,,372,,,126029.9140625
,0.001,373,,,
373,,373,,,125921.0703125
,0.001,374,,,
374,,374,,,125811.3984375
,0.001,375,,,
375,,375,,,125701.3984375
,0.001,376,,,
376,,376,,,125591.125
,0.001,377,,,
377,,377,,,125479.8125
,0.001,378,,,
378,,378,,,125368.140625
,0.001,379,,,
379,,379,,,125255.9296875
,0.001,380,,,
380,,380,,,125142.90625
,0.001,381,,,
381,,381,,,125029.5859375
,0.001,382,,,
382,,382,,,124915.6484375
,0.001,383,,,
383,,383,,,124801.109375
,0.001,384,,,
384,,384,,,124686.2578125
,0.001,385,,,
385,,385,,,124570.7421875
,0.001,386,,,
386,,386,,,124454.765625
,0.001,387,,,
387,,387,,,124338.4140625
,0.001,388,,,
388,,388,,,124221.453125
,0.001,389,,,
389,,389,,,124104.171875
,0.001,390,,,
390,,390,,,123986.46875
,0.001,391,,,
391,,391,,,123868.3515625
,0.001,392,,,
392,,392,,,123749.9453125
,0.001,393,,,
393,,393,,,123631.125
,0.001,394,,,
394,,394,,,123511.9140625
,0.001,395,,,
395,,395,,,123392.453125
,0.001,396,,,
396,,396,,,123272.6015625
,0.001,397,,,
397,,397,,,123152.46875
,0.001,398,,,
398,,398,,,123032.109375
,0.001,399,,,
399,,399,,23302.732421875,
399,,399,,,122911.3984375
,0.001,400,,,
400,,400,,,122790.515625
,0.001,401,,,
401,,401,,,122669.34375
,0.001,402,,,
402,,402,,,122547.9453125
,0.001,403,,,
403,,403,,,122426.3203125
,0.001,404,,,
404,,404,,,122304.4375
,0.001,405,,,
405,,405,,,122182.359375
,0.001,406,,,
406,,406,,,122060.0625
,0.001,407,,,
407,,407,,,121937.53125
,0.001,408,,,
408,,408,,,121814.8125
,0.001,409,,,
409,,409,,,121691.890625
,0.001,410,,,
410,,410,,,121568.75
,0.001,411,,,
411,,411,,,121445.40625
,0.001,412,,,
412,,412,,,121321.859375
,0.001,413,,,
413,,413,,,121198.140625
,0.001,414,,,
414,,414,,,121074.2265625
,0.001,415,,,
415,,415,,,120950.1875
,0.001,416,,,
416,,416,,,120825.9765625
,0.001,417,,,
417,,417,,,120701.5859375
,0.001,418,,,
418,,418,,,120577.0703125
,0.001,419,,,
419,,419,,,120452.3515625
,0.001,420,,,
420,,420,,,120327.484375
,0.001,421,,,
421,,421,,,120202.515625
,0.001,422,,,
422,,422,,,120077.3671875
,0.001,423,,,
423,,423,,,119952.0546875
,0.001,424,,,
424,,424,,,119826.5859375
,0.001,425,,,
425,,425,,,119701.0078125
,0.001,426,,,
426,,426,,,119575.2890625
,0.001,427,,,
427,,427,,,119449.421875
,0.001,428,,,
428,,428,,,119323.3671875
,0.001,429,,,
429,,429,,,119197.203125
,0.001,430,,,
430,,430,,,119070.84375
,0.001,431,,,
431,,431,,,118944.3515625
,0.001,432,,,
432,,432,,,118817.7265625
,0.001,433,,,
433,,433,,,118690.3515625
,0.001,434,,,
434,,434,,,118560.6171875
,0.001,435,,,
435,,435,,,118414.109375
,0.001,436,,,
436,,436,,,118290.7421875
,0.001,437,,,
437,,437,,,118161.3671875
,0.001,438,,,
438,,438,,,118016.8125
,0.001,439,,,
439,,439,,,117876.84375
,0.001,440,,,
440,,440,,,117751.453125
,0.001,441,,,
441,,441,,,117622.796875
,0.001,442,,,
442,,442,,,117493.7265625
,0.001,443,,,
443,,443,,,117374.84375
,0.001,444,,,
444,,444,,,117259.6953125
,0.001,445,,,
445,,445,,,117139.734375
,0.001,446,,,
446,,446,,,117010.9296875
,0.001,447,,,
447,,447,,,116868.90625
,0.001,448,,,
448,,448,,,116678.796875
,0.001,449,,,
449,,449,,21796.931640625,
449,,449,,,116500.0859375
,0.001,450,,,
450,,450,,,116309.6953125
,0.001,451,,,
451,,451,,,116175.046875
,0.001,452,,,
452,,452,,,116041.484375
,0.001,453,,,
453,,453,,,115909.9921875
,0.001,454,,,
454,,454,,,115772.8203125
,0.001,455,,,
455,,455,,,115631.484375
,0.001,456,,,
456,,456,,,115493.109375
,0.001,457,,,
457,,457,,,115352.109375
,0.001,458,,,
458,,458,,,115213.3359375
,0.001,459,,,
459,,459,,,115083.78125
,0.001,460,,,
460,,460,,,114955.0703125
,0.001,461,,,
461,,461,,,114823.140625
,0.001,462,,,
462,,462,,,114687.6171875
,0.001,463,,,
463,,463,,,114552.0546875
,0.001,464,,,
464,,464,,,114418.78125
,0.001,465,,,
465,,465,,,114285.4375
,0.001,466,,,
466,,466,,,114156.984375
,0.001,467,,,
467,,467,,,114027.75
,0.001,468,,,
468,,468,,,113893.8671875
,0.001,469,,,
469,,469,,,113756.6796875
,0.001,470,,,
470,,470,,,113620.3828125
,0.001,471,,,
471,,471,,,113490.5859375
,0.001,472,,,
472,,472,,,113362.0234375
,0.001,473,,,
473,,473,,,113229.8125
,0.001,474,,,
474,,474,,,113095.203125
,0.001,475,,,
475,,475,,,112959.9140625
,0.001,476,,,
476,,476,,,112827.1796875
,0.001,477,,,
477,,477,,,112696.0625
,0.001,478,,,
478,,478,,,112563.7265625
,0.001,479,,,
479,,479,,,112430.6796875
,0.001,480,,,
480,,480,,,112296.90625
,0.001,481,,,
481,,481,,,112163.015625
,0.001,482,,,
482,,482,,,112028.9140625
,0.001,483,,,
483,,483,,,111894.578125
,0.001,484,,,
484,,484,,,111760.0
,0.001,485,,,
485,,485,,,111625.234375
,0.001,486,,,
486,,486,,,111490.25
,0.001,487,,,
487,,487,,,111355.125
,0.001,488,,,
488,,488,,,111219.890625
,0.001,489,,,
489,,489,,,111084.546875
,0.001,490,,,
490,,490,,,110949.2421875
,0.001,491,,,
491,,491,,,110809.6953125
,0.001,492,,,
492,,492,,,110682.0625
,0.001,493,,,
493,,493,,,110552.546875
,0.001,494,,,
494,,494,,,110422.140625
,0.001,495,,,
495,,495,,,110291.40625
,0.001,496,,,
496,,496,,,110160.0625
,0.001,497,,,
497,,497,,,110028.21875
,0.001,498,,,
498,,498,,,109896.0546875
,0.001,499,,,
499,,499,,20383.087890625,
499,,499,,,109763.46875
,0.001,500,,,
500,,500,,,109630.4140625
,0.001,501,,,
501,,501,,,109496.9296875
,0.001,502,,,
502,,502,,,109363.09375
,0.001,503,,,
503,,503,,,109228.875
,0.001,504,,,
504,,504,,,109094.3515625
,0.001,505,,,
505,,505,,,108959.5078125
,0.001,506,,,
506,,506,,,108824.4140625
,0.001,507,,,
507,,507,,,108689.09375
,0.001,508,,,
508,,508,,,108553.5703125
,0.001,509,,,
509,,509,,,108417.8359375
,0.001,510,,,
510,,510,,,108281.9453125
,0.001,511,,,
511,,511,,,108145.9140625
,0.001,512,,,
512,,512,,,108009.75
,0.001,513,,,
513,,513,,,107873.3984375
,0.001,514,,,
514,,514,,,107736.9140625
,0.001,515,,,
515,,515,,,107600.3046875
,0.001,516,,,
516,,516,,,107463.5703125
,0.001,517,,,
517,,517,,,107326.7421875
,0.001,518,,,
518,,518,,,107189.8046875
,0.001,519,,,
519,,519,,,107052.796875
,0.001,520,,,
520,,520,,,106915.6640625
,0.001,521,,,
521,,521,,,106778.46875
,0.001,522,,,
522,,522,,,106641.171875
,0.001,523,,,
523,,523,,,106503.78125
,0.001,524,,,
524,,524,,,106366.359375
,0.001,525,,,
525,,525,,,106228.8828125
,0.001,526,,,
526,,526,,,106091.3203125
,0.001,527,,,
527,,527,,,105953.765625
,0.001,528,,,
528,,528,,,105816.2265625
,0.001,529,,,
529,,529,,,105678.65625
,0.001,530,,,
530,,530,,,105540.9609375
,0.001,531,,,
531,,531,,,105403.2890625
,0.001,532,,,
532,,532,,,105265.5859375
,0.001,533,,,
533,,533,,,105127.890625
,0.001,534,,,
534,,534,,,104990.109375
,0.001,535,,,
535,,535,,,104852.2578125
,0.001,536,,,
536,,536,,,104714.3828125
,0.001,537,,,
537,,537,,,104576.578125
,0.001,538,,,
538,,538,,,104438.7109375
,0.001,539,,,
539,,539,,,104300.765625
,0.001,540,,,
540,,540,,,104162.9609375
,0.001,541,,,
541,,541,,,104025.3359375
,0.001,542,,,
542,,542,,,103887.6953125
,0.001,543,,,
543,,543,,,103749.8984375
,0.001,544,,,
544,,544,,,103612.109375
,0.001,545,,,
545,,545,,,103474.453125
,0.001,546,,,
546,,546,,,103336.78125
,0.001,547,,,
547,,547,,,103198.9609375
,0.001,548,,,
548,,548,,,103061.09375
,0.001,549,,,
549,,549,,19100.251953125,
549,,549,,,102923.2578125
,0.001,550,,,
550,,550,,,102785.3671875
,0.001,551,,,
551,,551,,,102647.3046875
,0.001,552,,,
552,,552,,,102509.1484375
,0.001,553,,,
553,,553,,,102371.015625
,0.001,554,,,
554,,554,,,102232.875
,0.001,555,,,
555,,555,,,102094.578125
,0.001,556,,,
556,,556,,,101956.296875
,0.001,557,,,
557,,557,,,101818.2265625
,0.001,558,,,
558,,558,,,101680.140625
,0.001,559,,,
559,,559,,,101541.9140625
,0.001,560,,,
560,,560,,,101403.5703125
,0.001,561,,,
561,,561,,,101265.1796875
,0.001,562,,,
562,,562,,,101126.6875
,0.001,563,,,
563,,563,,,100988.0546875
,0.001,564,,,
564,,564,,,100849.2890625
,0.001,565,,,
565,,565,,,100710.4140625
,0.001,566,,,
566,,566,,,100571.453125
,0.001,567,,,
567,,567,,,100432.4140625
,0.001,568,,,
568,,568,,,100293.2578125
,0.001,569,,,
569,,569,,,100154.03125
,0.001,570,,,
570,,570,,,100014.7421875
,0.001,571,,,
571,,571,,,99875.3984375
,0.001,572,,,
572,,572,,,99735.9453125
,0.001,573,,,
573,,573,,,99596.4375
,0.001,574,,,
574,,574,,,99456.8203125
,0.001,575,,,
575,,575,,,99317.15625
,0.001,576,,,
576,,576,,,99177.453125
,0.001,577,,,
577,,577,,,99037.78125
,0.001,578,,,
578,,578,,,98898.03125
,0.001,579,,,
579,,579,,,98758.2265625
,0.001,580,,,
580,,580,,,98618.453125
,0.001,581,,,
581,,581,,,98478.796875
,0.001,582,,,
582,,582,,,98339.1796875
,0.001,583,,,
583,,583,,,98199.4375
,0.001,584,,,
584,,584,,,98059.6953125
,0.001,585,,,
585,,585,,,97920.0859375
,0.001,586,,,
586,,586,,,97780.4375
,0.001,587,,,
587,,587,,,97640.7109375
,0.001,588,,,
588,,588,,,97500.953125
,0.001,589,,,
589,,589,,,97361.234375
,0.001,590,,,
590,,590,,,97221.40625
,0.001,591,,,
591,,591,,,97081.4765625
,0.001,592,,,
592,,592,,,96941.609375
,0.001,593,,,
593,,593,,,96801.9140625
,0.001,594,,,
